molecule	gene	start	end	strand	orientation
NZ_CP069054.1_191	ANK	383	416	forward	1
NZ_CP069054.1_266	ANK_1	94	126	forward	1
NZ_CP069054.1_266	ANK	127	159	forward	1
NZ_CP069054.1_266	ANK	160	192	forward	1
NZ_CP069054.1_471	ANK_1	42	73	forward	1
NZ_CP069054.1_471	ANK	112	145	forward	1
NZ_CP069054.1_763	ANK_1	313	345	forward	1
NZ_CP069054.1_763	ANK	348	380	forward	1
NZ_CP069054.1_763	ANK	381	413	forward	1
NZ_CP069054.1_857	ANK_1	35	67	forward	1
NZ_CP069054.1_857	ANK	68	100	forward	1
NZ_CP069054.1_857	ANK	101	133	forward	1
NZ_CP069055.1_555	ANK_1	49	77	forward	1
NZ_CP069055.1_555	ANK	78	110	forward	1
NZ_CP069055.1_555	ANK	148	180	forward	1
NZ_CP069060.1_28	ANK_1	101	132	forward	1
NZ_CP069060.1_28	ANK	370	402	forward	1
NZ_CP069060.1_28	ANK	404	436	forward	1
NZ_CP069060.1_303	ANK_1	38	70	forward	1
NZ_CP069060.1_303	ANK	122	154	forward	1
NZ_CP069060.1_303	ANK	155	205	forward	1
NZ_CP069060.1_303	ANK	206	239	forward	1
NZ_CP069060.1_303	ANK	312	347	forward	1
NZ_CP069060.1_303	ANK	350	382	forward	1
NZ_CP069296.1_640	ANK_1	330	373	forward	1
NZ_CP069296.1_640	ANK	407	439	forward	1
NZ_CP069770.1_233	ANK_1	38	70	forward	1
NZ_CP069770.1_233	ANK	139	175	forward	1
NZ_CP069812.1_1386	ANK_1	92	123	forward	1
NZ_CP069812.1_1386	ANK	123	154	forward	1
NZ_CP069812.1_1386	ANK	156	188	forward	1
NZ_CP070343.1_3725	ANK_1	120	151	forward	1
NZ_CP070343.1_3725	ANK	153	185	forward	1
NZ_CP070386.1_2351	ANK_1	88	121	forward	1
NZ_CP070386.1_2351	ANK	317	349	forward	1
NZ_CP070897.1_1235	ANK_1	41	73	forward	1
NZ_CP070897.1_1235	ANK	107	139	forward	1
NZ_CP070897.1_1235	ANK	140	172	forward	1
NZ_CP070897.1_1235	ANK	173	205	forward	1
NZ_CP071052.1_2306	ANK_1	100	131	forward	1
NZ_CP071052.1_2306	ANK	130	162	forward	1
NZ_CP071052.1_2306	ANK	163	195	forward	1
NZ_CP071057.1_86	ANK_1	93	124	forward	1
NZ_CP071057.1_86	ANK	161	194	forward	1
NZ_CP071091.1_5862	ANK_1	75	106	forward	1
NZ_CP071091.1_5862	ANK	305	337	forward	1
NZ_CP071091.1_5862	ANK	338	370	forward	1
NZ_CP071098.1_2003	ANK_1	32	64	forward	1
NZ_CP071098.1_2003	ANK	67	97	forward	1
NZ_CP071098.1_2003	ANK	163	196	forward	1
NZ_CP071098.1_2003	ANK	197	227	forward	1
NZ_CP071098.1_2003	ANK	230	262	forward	1
NZ_CP071098.1_2003	ANK	263	295	forward	1
NZ_CP071448.1_2291	ANK_1	32	64	forward	1
NZ_CP071448.1_2291	ANK	131	163	forward	1
NZ_CP071448.1_2291	ANK	164	196	forward	1
NZ_CP071448.1_2291	ANK	230	265	forward	1
NZ_CP071448.1_2291	ANK	298	330	forward	1
NZ_CP071448.1_2291	ANK	331	364	forward	1
NZ_CP071678.1_3120	ANK_1	71	102	forward	1
NZ_CP071678.1_3120	ANK	103	135	forward	1
NZ_CP071678.1_3120	ANK	137	169	forward	1
NZ_CP071846.1_1035	ANK_1	69	100	forward	1
NZ_CP071846.1_1035	ANK	259	290	forward	1
NZ_CP071858.1_1031	ANK_1	69	100	forward	1
NZ_CP071858.1_1031	ANK	259	290	forward	1
NZ_CP071915.1_546	ANK_1	314	346	forward	1
NZ_CP071915.1_546	ANK	348	379	forward	1
NZ_CP071915.1_546	ANK	413	445	forward	1
NZ_CP071915.1_546	ANK	448	478	forward	1
NZ_CP071953.1_196	ANK_1	92	125	forward	1
NZ_CP071953.1_196	ANK	160	192	forward	1
NZ_CP072012.1_115	ANK_1	34	66	forward	1
NZ_CP072012.1_115	ANK	67	99	forward	1
NZ_CP072012.1_115	ANK	100	132	forward	1
NZ_CP072012.1_121	ANK_1	49	77	forward	1
NZ_CP072012.1_121	ANK	78	110	forward	1
NZ_CP072012.1_121	ANK	148	180	forward	1
NZ_CP072012.1_60	ANK_1	98	130	forward	1
NZ_CP072012.1_60	ANK	131	163	forward	1
NZ_CP072012.1_888	ANK_1	101	132	forward	1
NZ_CP072012.1_888	ANK	370	402	forward	1
NZ_CP072012.1_888	ANK	404	436	forward	1
NZ_CP072019.1_2060	ANK_1	150	182	forward	1
NZ_CP072019.1_2060	ANK	249	281	forward	1
NZ_CP072021.1_1312	ANK_1	146	177	forward	1
NZ_CP072021.1_1312	ANK	179	211	forward	1
NZ_CP072025.1_2020	ANK_1	150	182	forward	1
NZ_CP072025.1_2020	ANK	249	281	forward	1
NZ_CP072030.1_1345	ANK_1	29	61	forward	1
NZ_CP072030.1_1345	ANK	62	94	forward	1
NZ_CP072030.1_1345	ANK	95	126	forward	1
NZ_CP072030.1_1345	ANK	131	160	forward	1
NZ_CP072030.1_1345	ANK	162	193	forward	1
NZ_CP072030.1_1345	ANK	312	341	forward	1
NZ_CP072030.1_1345	ANK	342	374	forward	1
NZ_CP072030.1_1345	ANK	375	407	forward	1
NZ_CP072030.1_1345	ANK	408	440	forward	1
NZ_CP072030.1_1345	ANK	441	473	forward	1
NZ_CP072030.1_1345	ANK	474	506	forward	1
NZ_CP072031.1_1354	ANK_1	29	61	forward	1
NZ_CP072031.1_1354	ANK	62	94	forward	1
NZ_CP072031.1_1354	ANK	95	126	forward	1
NZ_CP072031.1_1354	ANK	131	160	forward	1
NZ_CP072031.1_1354	ANK	162	193	forward	1
NZ_CP072031.1_1354	ANK	312	341	forward	1
NZ_CP072031.1_1354	ANK	342	374	forward	1
NZ_CP072031.1_1354	ANK	375	407	forward	1
NZ_CP072031.1_1354	ANK	408	440	forward	1
NZ_CP072031.1_1354	ANK	441	473	forward	1
NZ_CP072031.1_1354	ANK	474	506	forward	1
NZ_CP072032.1_1330	ANK_1	29	61	forward	1
NZ_CP072032.1_1330	ANK	62	94	forward	1
NZ_CP072032.1_1330	ANK	95	126	forward	1
NZ_CP072032.1_1330	ANK	131	160	forward	1
NZ_CP072032.1_1330	ANK	162	193	forward	1
NZ_CP072032.1_1330	ANK	312	341	forward	1
NZ_CP072032.1_1330	ANK	342	374	forward	1
NZ_CP072032.1_1330	ANK	375	407	forward	1
NZ_CP072032.1_1330	ANK	408	440	forward	1
NZ_CP072032.1_1330	ANK	441	473	forward	1
NZ_CP072032.1_1330	ANK	474	506	forward	1
NZ_CP072033.1_1338	ANK_1	29	61	forward	1
NZ_CP072033.1_1338	ANK	62	94	forward	1
NZ_CP072033.1_1338	ANK	95	126	forward	1
NZ_CP072033.1_1338	ANK	131	160	forward	1
NZ_CP072033.1_1338	ANK	162	193	forward	1
NZ_CP072033.1_1338	ANK	312	341	forward	1
NZ_CP072033.1_1338	ANK	342	374	forward	1
NZ_CP072033.1_1338	ANK	375	407	forward	1
NZ_CP072033.1_1338	ANK	408	440	forward	1
NZ_CP072033.1_1338	ANK	441	473	forward	1
NZ_CP072033.1_1338	ANK	474	506	forward	1
NZ_CP072034.1_1340	ANK_1	29	61	forward	1
NZ_CP072034.1_1340	ANK	62	94	forward	1
NZ_CP072034.1_1340	ANK	95	126	forward	1
NZ_CP072034.1_1340	ANK	131	160	forward	1
NZ_CP072034.1_1340	ANK	162	193	forward	1
NZ_CP072034.1_1340	ANK	312	341	forward	1
NZ_CP072034.1_1340	ANK	342	374	forward	1
NZ_CP072034.1_1340	ANK	375	407	forward	1
NZ_CP072034.1_1340	ANK	408	440	forward	1
NZ_CP072034.1_1340	ANK	441	473	forward	1
NZ_CP072034.1_1340	ANK	474	506	forward	1
NZ_CP072036.1_1279	ANK_1	146	177	forward	1
NZ_CP072036.1_1279	ANK	179	211	forward	1
NZ_CP072036.1_2015	ANK_1	150	182	forward	1
NZ_CP072036.1_2015	ANK	249	281	forward	1
NZ_CP072038.1_1303	ANK_1	146	177	forward	1
NZ_CP072038.1_1303	ANK	179	211	forward	1
NZ_CP072044.1_1817	ANK_1	29	58	forward	1
NZ_CP072044.1_1817	ANK	168	197	forward	1
NZ_CP072044.1_2018	ANK_1	150	182	forward	1
NZ_CP072044.1_2018	ANK	249	281	forward	1
NZ_CP072046.1_575	ANK_1	18	49	forward	1
NZ_CP072046.1_575	ANK	168	197	forward	1
NZ_CP072046.1_575	ANK	198	230	forward	1
NZ_CP072046.1_575	ANK	231	263	forward	1
NZ_CP072046.1_575	ANK	264	296	forward	1
NZ_CP072046.1_575	ANK	297	329	forward	1
NZ_CP072046.1_575	ANK	330	362	forward	1
NZ_CP072046.1_575	ANK	363	393	forward	1
NZ_CP072185.1_1687	ANK_1	90	122	forward	1
NZ_CP072185.1_1687	ANK	294	327	forward	1
NZ_CP072185.1_1687	ANK	437	471	forward	1
NZ_CP072396.1_707	ANK_1	367	398	forward	1
NZ_CP072396.1_707	ANK	433	465	forward	1
NZ_CP072453.1_4185	ANK_1	66	97	forward	1
NZ_CP072453.1_4185	ANK	164	200	forward	1
NZ_CP072618.1_1267	ANK_1	192	224	forward	1
NZ_CP072618.1_1267	ANK	225	255	forward	1
NZ_CP072618.1_1267	ANK	259	292	forward	1
NZ_CP072618.1_1267	ANK	296	326	forward	1
NZ_CP072618.1_966	ANK_1	74	106	forward	1
NZ_CP072618.1_966	ANK	107	139	forward	1
NZ_CP072620.1_2361	ANK_1	59	91	forward	1
NZ_CP072620.1_2361	ANK	127	159	forward	1
NZ_CP072624.1_1784	ANK_1	74	106	forward	1
NZ_CP072624.1_1784	ANK	107	139	forward	1
NZ_CP072624.1_2352	ANK_1	59	91	forward	1
NZ_CP072624.1_2352	ANK	127	159	forward	1
NZ_CP072626.1_1784	ANK_1	74	106	forward	1
NZ_CP072626.1_1784	ANK	107	139	forward	1
NZ_CP072628.1_1787	ANK_1	74	106	forward	1
NZ_CP072628.1_1787	ANK	107	139	forward	1
NZ_CP072630.1_1791	ANK_1	74	106	forward	1
NZ_CP072630.1_1791	ANK	107	139	forward	1
NZ_CP072630.1_2358	ANK_1	59	91	forward	1
NZ_CP072630.1_2358	ANK	127	159	forward	1
NZ_CP072666.1_465	ANK_1	145	177	forward	1
NZ_CP072666.1_465	ANK	179	210	forward	1
NZ_CP072666.1_465	ANK	212	243	forward	1
NZ_CP072666.1_465	ANK	244	275	forward	1
NZ_CP072666.1_550	ANK_1	28	52	forward	1
NZ_CP072666.1_550	ANK	53	84	forward	1
NZ_CP072666.1_550	ANK	88	119	forward	1
NZ_CP072666.1_551	ANK_1	32	64	forward	1
NZ_CP072666.1_551	ANK	65	95	forward	1
NZ_CP072666.1_551	ANK	99	133	forward	1
NZ_CP072666.1_670	ANK_1	73	101	forward	1
NZ_CP072666.1_670	ANK	102	135	forward	1
NZ_CP072666.1_670	ANK	136	168	forward	1
NZ_CP072666.1_670	ANK	169	200	forward	1
NZ_CP072666.1_670	ANK	201	233	forward	1
NZ_CP072666.1_670	ANK	234	265	forward	1
NZ_CP072666.1_670	ANK	266	297	forward	1
NZ_CP072666.1_670	ANK	299	331	forward	1
NZ_CP072667.1_420	ANK_1	57	87	forward	1
NZ_CP072667.1_420	ANK	88	120	forward	1
NZ_CP072667.1_420	ANK	122	154	forward	1
NZ_CP072667.1_420	ANK	157	193	forward	1
NZ_CP072667.1_420	ANK	303	334	forward	1
NZ_CP072667.1_465	ANK_1	145	177	forward	1
NZ_CP072667.1_465	ANK	179	210	forward	1
NZ_CP072667.1_465	ANK	212	243	forward	1
NZ_CP072667.1_465	ANK	244	275	forward	1
NZ_CP072667.1_670	ANK_1	73	101	forward	1
NZ_CP072667.1_670	ANK	102	135	forward	1
NZ_CP072667.1_670	ANK	136	168	forward	1
NZ_CP072667.1_670	ANK	169	200	forward	1
NZ_CP072667.1_670	ANK	201	233	forward	1
NZ_CP072667.1_670	ANK	234	265	forward	1
NZ_CP072667.1_670	ANK	266	297	forward	1
NZ_CP072667.1_670	ANK	299	331	forward	1
NZ_CP072668.1_466	ANK_1	145	177	forward	1
NZ_CP072668.1_466	ANK	179	210	forward	1
NZ_CP072668.1_466	ANK	212	243	forward	1
NZ_CP072668.1_466	ANK	244	275	forward	1
NZ_CP072668.1_671	ANK_1	73	101	forward	1
NZ_CP072668.1_671	ANK	102	135	forward	1
NZ_CP072668.1_671	ANK	136	168	forward	1
NZ_CP072668.1_671	ANK	169	200	forward	1
NZ_CP072668.1_671	ANK	201	233	forward	1
NZ_CP072668.1_671	ANK	234	265	forward	1
NZ_CP072668.1_671	ANK	266	297	forward	1
NZ_CP072668.1_671	ANK	299	331	forward	1
NZ_CP072669.1_670	ANK_1	73	101	forward	1
NZ_CP072669.1_670	ANK	102	135	forward	1
NZ_CP072669.1_670	ANK	136	168	forward	1
NZ_CP072669.1_670	ANK	169	200	forward	1
NZ_CP072669.1_670	ANK	201	233	forward	1
NZ_CP072669.1_670	ANK	234	265	forward	1
NZ_CP072669.1_670	ANK	266	297	forward	1
NZ_CP072669.1_670	ANK	299	331	forward	1
NZ_CP072671.1_465	ANK_1	145	177	forward	1
NZ_CP072671.1_465	ANK	179	210	forward	1
NZ_CP072671.1_465	ANK	212	243	forward	1
NZ_CP072671.1_465	ANK	244	275	forward	1
NZ_CP072671.1_550	ANK_1	28	52	forward	1
NZ_CP072671.1_550	ANK	53	84	forward	1
NZ_CP072671.1_550	ANK	88	119	forward	1
NZ_CP072672.1_327	ANK_1	38	70	forward	1
NZ_CP072672.1_327	ANK	122	154	forward	1
NZ_CP072672.1_327	ANK	155	205	forward	1
NZ_CP072672.1_327	ANK	206	239	forward	1
NZ_CP072672.1_327	ANK	312	347	forward	1
NZ_CP072672.1_327	ANK	350	382	forward	1
NZ_CP072672.1_465	ANK_1	145	177	forward	1
NZ_CP072672.1_465	ANK	179	210	forward	1
NZ_CP072672.1_465	ANK	212	243	forward	1
NZ_CP072672.1_465	ANK	244	275	forward	1
NZ_CP072672.1_670	ANK_1	73	101	forward	1
NZ_CP072672.1_670	ANK	102	135	forward	1
NZ_CP072672.1_670	ANK	136	168	forward	1
NZ_CP072672.1_670	ANK	169	200	forward	1
NZ_CP072672.1_670	ANK	201	233	forward	1
NZ_CP072672.1_670	ANK	234	265	forward	1
NZ_CP072672.1_670	ANK	266	297	forward	1
NZ_CP072672.1_670	ANK	299	331	forward	1
NZ_CP072681.1_1033	ANK_1	69	100	forward	1
NZ_CP072681.1_1033	ANK	259	290	forward	1
NZ_CP072691.1_3763	ANK_1	33	65	forward	1
NZ_CP072691.1_3763	ANK	133	170	forward	1
NZ_CP073027.1_190	ANK_1	39	71	forward	1
NZ_CP073027.1_190	ANK	72	104	forward	1
NZ_CP073027.1_190	ANK	105	137	forward	1
NZ_CP073074.1_2535	ANK_1	54	86	forward	1
NZ_CP073074.1_2535	ANK	119	151	forward	1
NZ_CP073365.1_4803	ANK_1	79	114	forward	1
NZ_CP073365.1_4803	ANK	117	148	forward	1
NZ_CP073914.1_1766	ANK_1	66	97	forward	1
NZ_CP073914.1_1766	ANK	164	200	forward	1
NZ_CP074168.1_931	ANK_1	108	140	forward	1
NZ_CP074168.1_931	ANK	175	207	forward	1
NZ_CP075183.1_2669	ANK_1	124	158	forward	1
NZ_CP075183.1_2669	ANK	159	191	forward	1
NZ_CP075189.1_2275	ANK_1	57	89	forward	1
NZ_CP075189.1_2275	ANK	90	121	forward	1
NZ_CP075189.1_2275	ANK	120	151	forward	1
NZ_CP075189.1_2275	ANK	153	185	forward	1
NZ_CP075190.1_1302	ANK_1	57	89	forward	1
NZ_CP075190.1_1302	ANK	90	123	forward	1
NZ_CP076103.1_5032	ANK_1	337	369	forward	1
NZ_CP076103.1_5032	ANK	437	468	forward	1
NZ_CP076103.1_5032	ANK	758	789	forward	1
NZ_CP076103.1_5032	ANK	1039	1071	forward	1
NZ_CP076228.1_128	ANK_1	602	633	forward	1
NZ_CP076228.1_128	ANK	634	666	forward	1
NZ_CP076228.1_128	ANK	667	699	forward	1
NZ_CP076228.1_128	ANK	700	728	forward	1
NZ_CP076228.1_775	ANK_1	18	49	forward	1
NZ_CP076228.1_775	ANK	50	81	forward	1
NZ_CP076228.1_775	ANK	83	115	forward	1
NZ_CP076651.1_584	ANK_1	108	140	forward	1
NZ_CP076651.1_584	ANK	175	207	forward	1
NZ_CP077303.1_1418	ANK_1	59	91	forward	1
NZ_CP077303.1_1418	ANK	158	195	forward	1
NZ_CP079094.1_674	ANK_1	230	262	forward	1
NZ_CP079094.1_674	ANK	366	398	forward	1
NZ_CP079094.1_674	ANK	543	574	forward	1
NZ_CP079205.1_1668	ANK_1	90	122	forward	1
NZ_CP079205.1_1668	ANK	294	327	forward	1
NZ_CP079205.1_1668	ANK	437	471	forward	1
NZ_CP079745.1_1378	ANK_1	93	123	forward	1
NZ_CP079745.1_1378	ANK	124	158	forward	1
NZ_CP079745.1_1378	ANK	159	191	forward	1
NZ_CP079882.1_1834	ANK_1	66	97	forward	1
NZ_CP079882.1_1834	ANK	164	200	forward	1
NZ_CP080095.1_2173	ANK_1	149	180	forward	1
NZ_CP080095.1_2173	ANK	182	214	forward	1
NZ_CP080294.1_15	ANK_1	73	105	forward	1
NZ_CP080294.1_15	ANK	271	303	forward	1
NZ_CP080294.1_15	ANK	304	336	forward	1
NZ_CP080536.1_2385	ANK_1	133	165	forward	1
NZ_CP080536.1_2385	ANK	199	234	forward	1
NZ_CP080542.1_1798	ANK_1	116	148	forward	1
NZ_CP080542.1_1798	ANK	149	183	forward	1
NZ_CP080546.1_1316	ANK_1	64	96	forward	1
NZ_CP080546.1_1316	ANK	97	130	forward	1
NZ_CP080546.1_1316	ANK	131	162	forward	1
NZ_CP080546.1_1316	ANK	167	195	forward	1
NZ_CP080546.1_1316	ANK	205	236	forward	1
NZ_CP080546.1_1316	ANK	237	269	forward	1
NZ_CP080546.1_1316	ANK	271	302	forward	1
NZ_CP080546.1_1316	ANK	304	336	forward	1
NZ_CP080546.1_1316	ANK	337	369	forward	1
NZ_CP080546.1_1316	ANK	371	403	forward	1
NZ_CP080546.1_1316	ANK	404	436	forward	1
NZ_CP080546.1_1316	ANK	438	469	forward	1
NZ_CP080546.1_1316	ANK	472	502	forward	1
NZ_CP080546.1_1316	ANK	504	535	forward	1
NZ_CP080546.1_1316	ANK	540	569	forward	1
NZ_CP080546.1_1316	ANK	659	691	forward	1
NZ_CP080546.1_1316	ANK	692	730	forward	1
NZ_CP080546.1_352	ANK_1	57	87	forward	1
NZ_CP080546.1_352	ANK	88	120	forward	1
NZ_CP080546.1_352	ANK	122	154	forward	1
NZ_CP080546.1_352	ANK	298	330	forward	1
NZ_CP080546.1_352	ANK	331	362	forward	1
NZ_CP081295.1_1691	ANK_1	65	97	forward	1
NZ_CP081295.1_1691	ANK	131	163	forward	1
NZ_CP081872.1_3176	ANK_1	170	200	forward	1
NZ_CP081872.1_3176	ANK	236	267	forward	1
NZ_CP081872.1_3176	ANK	335	364	forward	1
NZ_CP081878.1_1383	ANK_1	34	66	forward	1
NZ_CP081878.1_1383	ANK	67	97	forward	1
NZ_CP081878.1_1383	ANK	135	167	forward	1
NZ_CP081878.1_1383	ANK	168	200	forward	1
NZ_CP081878.1_2847	ANK_1	346	382	forward	1
NZ_CP081878.1_2847	ANK	416	448	forward	1
NZ_CP081920.1_3396	ANK_1	36	70	forward	1
NZ_CP081920.1_3396	ANK	71	101	forward	1
NZ_CP081920.1_3396	ANK	164	197	forward	1
NZ_CP081920.1_3396	ANK	198	228	forward	1
NZ_CP081920.1_3396	ANK	264	296	forward	1
NZ_CP081924.1_1607	ANK_1	90	122	forward	1
NZ_CP081924.1_1607	ANK	294	327	forward	1
NZ_CP081924.1_1607	ANK	437	471	forward	1
NZ_CP081927.1_1635	ANK_1	90	122	forward	1
NZ_CP081927.1_1635	ANK	294	327	forward	1
NZ_CP081927.1_1635	ANK	437	471	forward	1
NZ_CP081934.1_531	ANK_1	90	122	forward	1
NZ_CP081934.1_531	ANK	437	471	forward	1
NZ_CP081937.1_1576	ANK_1	90	122	forward	1
NZ_CP081937.1_1576	ANK	294	327	forward	1
NZ_CP081937.1_1576	ANK	437	471	forward	1
NZ_CP082852.1_1323	ANK_1	457	489	forward	1
NZ_CP082852.1_1323	ANK	490	522	forward	1
NZ_CP082852.1_2078	ANK_1	110	142	forward	1
NZ_CP082852.1_2078	ANK	286	318	forward	1
NZ_CP083451.1_2307	ANK_1	99	128	forward	1
NZ_CP083451.1_2307	ANK	129	166	forward	1
NZ_CP083451.1_2307	ANK	167	199	forward	1
NZ_CP083454.1_1385	ANK_1	271	302	forward	1
NZ_CP083454.1_1385	ANK	304	336	forward	1
NZ_CP083911.1_1013	ANK_1	79	109	forward	1
NZ_CP083911.1_1013	ANK	110	144	forward	1
NZ_CP083911.1_1013	ANK	145	177	forward	1
NZ_CP084260.1_1377	ANK_1	56	88	forward	1
NZ_CP084260.1_1377	ANK	122	154	forward	1
NZ_CP084283.1_1407	ANK_1	140	171	forward	1
NZ_CP084283.1_1407	ANK	173	205	forward	1
NZ_CP084323.1_1042	ANK_1	67	99	forward	1
NZ_CP084323.1_1042	ANK	133	165	forward	1
NZ_CP084626.1_1292	ANK_1	67	99	forward	1
NZ_CP084626.1_1292	ANK	133	165	forward	1
NZ_CP084628.1_1094	ANK_1	65	97	forward	1
NZ_CP084628.1_1094	ANK	98	130	forward	1
NZ_CP084628.1_1094	ANK	164	196	forward	1
NZ_CP084694.1_1195	ANK_1	53	85	forward	1
NZ_CP084694.1_1195	ANK	86	117	forward	1
NZ_CP084694.1_499	ANK_1	64	96	forward	1
NZ_CP084694.1_499	ANK	97	130	forward	1
NZ_CP084694.1_499	ANK	131	162	forward	1
NZ_CP084694.1_499	ANK	166	195	forward	1
NZ_CP084694.1_499	ANK	205	236	forward	1
NZ_CP084694.1_499	ANK	271	303	forward	1
NZ_CP084694.1_499	ANK	304	336	forward	1
NZ_CP084694.1_499	ANK	337	369	forward	1
NZ_CP084694.1_499	ANK	371	403	forward	1
NZ_CP084694.1_499	ANK	404	436	forward	1
NZ_CP084694.1_499	ANK	437	469	forward	1
NZ_CP084694.1_499	ANK	472	502	forward	1
NZ_CP084694.1_499	ANK	504	535	forward	1
NZ_CP084694.1_499	ANK	540	569	forward	1
NZ_CP084694.1_499	ANK	659	691	forward	1
NZ_CP084694.1_499	ANK	692	729	forward	1
NZ_CP084694.1_725	ANK_1	83	115	forward	1
NZ_CP084694.1_725	ANK	116	148	forward	1
NZ_CP084694.1_783	ANK_1	204	236	forward	1
NZ_CP084694.1_783	ANK	350	380	forward	1
NZ_CP084694.1_783	ANK	382	414	forward	1
NZ_CP084914.1_1276	ANK_1	70	102	forward	1
NZ_CP084914.1_1276	ANK	103	135	forward	1
NZ_CP085136.1_1089	ANK_1	126	157	forward	1
NZ_CP085136.1_1089	ANK	191	223	forward	1
NZ_CP085136.1_1089	ANK	297	329	forward	1
NZ_CP085173.1_3008	ANK_1	40	72	forward	1
NZ_CP085173.1_3008	ANK	106	137	forward	1
NZ_CP085392.1_4653	ANK_1	336	368	forward	1
NZ_CP085392.1_4653	ANK	369	401	forward	1
NZ_CP085481.1_3046	ANK_1	97	128	forward	1
NZ_CP085481.1_3046	ANK	168	200	forward	1
NZ_CP085975.1_2353	ANK_1	212	244	forward	1
NZ_CP085975.1_2353	ANK	247	277	forward	1
NZ_CP085975.1_2353	ANK	278	313	forward	1
NZ_CP085975.1_2353	ANK	487	519	forward	1
NZ_CP085975.1_2353	ANK	586	618	forward	1
NZ_CP085975.1_2353	ANK	619	651	forward	1
NZ_CP085975.1_2353	ANK	653	684	forward	1
NZ_CP086106.1_1464	ANK_1	716	748	forward	1
NZ_CP086106.1_1464	ANK	749	781	forward	1
NZ_CP086106.1_1464	ANK	782	813	forward	1
NZ_CP086106.1_607	ANK_1	60	92	forward	1
NZ_CP086106.1_607	ANK	126	158	forward	1
NZ_CP086111.1_1422	ANK_1	714	746	forward	1
NZ_CP086111.1_1422	ANK	747	779	forward	1
NZ_CP086111.1_1422	ANK	780	811	forward	1
NZ_CP086239.1_1697	ANK_1	45	77	forward	1
NZ_CP086239.1_1697	ANK	80	113	forward	1
NZ_CP086291.1_1822	ANK_1	100	131	forward	1
NZ_CP086291.1_1822	ANK	130	162	forward	1
NZ_CP086291.1_1822	ANK	163	195	forward	1
NZ_CP086294.1_1864	ANK_1	100	131	forward	1
NZ_CP086294.1_1864	ANK	130	162	forward	1
NZ_CP086294.1_1864	ANK	163	195	forward	1
NZ_CP087124.1_2462	ANK_1	42	75	forward	1
NZ_CP087124.1_2462	ANK	110	142	forward	1
NZ_CP087584.1_216	ANK_1	38	70	forward	1
NZ_CP087584.1_216	ANK	139	175	forward	1
NZ_CP087954.1_389	ANK_1	31	63	forward	1
NZ_CP087954.1_389	ANK	64	96	forward	1
NZ_CP087954.1_389	ANK	97	129	forward	1
NZ_CP087954.1_565	ANK_1	58	89	forward	1
NZ_CP087954.1_565	ANK	92	123	forward	1
NZ_CP087954.1_565	ANK	124	156	forward	1
NZ_CP087954.1_736	ANK_1	485	517	forward	1
NZ_CP087954.1_736	ANK	519	551	forward	1
NZ_CP087954.1_826	ANK_1	35	67	forward	1
NZ_CP087954.1_826	ANK	68	100	forward	1
NZ_CP087954.1_826	ANK	101	133	forward	1
NZ_CP087954.1_826	ANK	136	165	forward	1
NZ_CP087954.1_868	ANK_1	63	97	forward	1
NZ_CP087954.1_868	ANK	98	130	forward	1
NZ_CP087954.1_868	ANK	133	164	forward	1
NZ_CP087954.1_868	ANK	166	198	forward	1
NZ_CP087954.1_868	ANK	199	232	forward	1
NZ_CP087954.1_868	ANK	233	265	forward	1
NZ_CP087954.1_868	ANK	266	298	forward	1
NZ_CP087954.1_868	ANK	332	366	forward	1
NZ_CP088081.1_724	ANK_1	155	187	forward	1
NZ_CP088081.1_724	ANK	221	253	forward	1
NZ_CP088156.1_3137	ANK_1	136	168	forward	1
NZ_CP088156.1_3137	ANK	202	233	forward	1
NZ_CP088242.1_2005	ANK_1	271	302	forward	1
NZ_CP088242.1_2005	ANK	304	336	forward	1
NZ_CP088282.1_2279	ANK_1	112	144	forward	1
NZ_CP088282.1_2279	ANK	251	283	forward	1
NZ_CP088285.1_5068	ANK_1	112	144	forward	1
NZ_CP088285.1_5068	ANK	251	283	forward	1
NZ_CP088288.1_4930	ANK_1	112	144	forward	1
NZ_CP088288.1_4930	ANK	251	283	forward	1
NZ_CP089201.1_112	ANK_1	132	164	forward	1
NZ_CP089201.1_112	ANK	229	261	forward	1
NZ_CP089216.1_180	ANK_1	7	65	forward	1
NZ_CP089216.1_180	ANK	66	98	forward	1
NZ_CP089218.1_4737	ANK_1	7	65	forward	1
NZ_CP089218.1_4737	ANK	66	98	forward	1
NZ_CP089538.1_3080	ANK_1	40	72	forward	1
NZ_CP089538.1_3080	ANK	73	104	forward	1
NZ_CP089538.1_3080	ANK	106	138	forward	1
NZ_CP090004.1_1165	ANK_1	61	93	forward	1
NZ_CP090004.1_1165	ANK	94	126	forward	1
NZ_CP090029.1_4015	ANK_1	48	81	forward	1
NZ_CP090029.1_4015	ANK	114	146	forward	1
NZ_CP090064.1_3035	ANK_1	97	128	forward	1
NZ_CP090064.1_3035	ANK	168	200	forward	1
NZ_CP090418.1_2832	ANK_1	191	223	forward	1
NZ_CP090418.1_2832	ANK	224	255	forward	1
NZ_CP090439.1_861	ANK_1	69	102	forward	1
NZ_CP090439.1_861	ANK	259	291	forward	1
NZ_CP090569.1_531	ANK_1	58	90	forward	1
NZ_CP090569.1_531	ANK	154	186	forward	1
NZ_CP090899.1_240	ANK_1	34	66	forward	1
